segment_id,expected_pose,expected_distance_m,frame,timestamp_s,tid,old_display_pose,new_display_pose,old_correct,new_correct,stand_prob,sit_prob,sit_minus_stand_margin,quality,geom_pts,range_m,range_error_m,velocity_x,velocity_y,velocity_z,speed_mps,body_translation_if_available,moving_override_state,moving_override_reason,sitting_relative_gate_state,sitting_relative_gate_stable_count,reason
standing_1m,STANDING,1.0,669,26.625,0,STANDING,SITTING,True,False,0.3810676038265228,0.5768565535545349,0.19578894972801208,LOW_POINTS,0,1.8647194372976368,0.8647194372976368,0.0056369509547948,-0.0036227274686098,5.683908239006996e-05,0.0067006992454954,0.012186660900225936,,sitting_relative_gate,PASS,8,sitting_relative_gate
standing_1m,STANDING,1.0,916,40.282,0,STANDING,SITTING,True,False,0.3073718249797821,0.6322569847106934,0.32488515973091125,LOW_POINTS,0,1.8155970679412914,0.8155970679412914,-0.0024311321321874,0.0043968372046947,0.0057106586173176,0.005024199523182,0.0164273927510891,,sitting_relative_gate,PASS,8,sitting_relative_gate
standing_1m,STANDING,1.0,917,40.344,0,STANDING,SITTING,True,False,0.3699846863746643,0.5683297514915466,0.19834506511688232,LOW_POINTS,0,1.8177848382453285,0.8177848382453285,-0.0010071357246488,0.0137199992313981,0.0063555669039487,0.0137569146714453,0.01662161553707388,,sitting_relative_gate,PASS,8,sitting_relative_gate
standing_1m,STANDING,1.0,918,40.344,0,STANDING,SITTING,True,False,0.3476259112358093,0.5963976979255676,0.2487717866897583,LOW_POINTS,0,1.8195517822167964,0.8195517822167964,0.004069578833878,0.01690055988729,0.007909164763987,0.0173836243743652,0.021439767538797914,,sitting_relative_gate,PASS,8,sitting_relative_gate
standing_1m,STANDING,1.0,919,40.422,0,STANDING,SITTING,True,False,0.3995170891284942,0.5471857190132141,0.1476686298847199,NO_POINTS,0,1.82220997691568,0.8222099769156801,0.0036802235990762,0.0170653741806745,0.0112392054870724,0.0174576929078739,0.022488539430503888,,sitting_relative_gate,PASS,8,sitting_relative_gate
standing_1m,STANDING,1.0,1131,52.157,0,STANDING,SITTING,True,False,0.24073027074337,0.721416711807251,0.480686441063881,NO_POINTS,0,1.7558299117839435,0.7558299117839435,-0.0306554362177848,-0.028515838086605,-0.0681061223149299,0.0418677535996875,0.08306407791919537,,sitting_relative_gate,PASS,8,sitting_relative_gate
standing_1m,STANDING,1.0,1132,52.219,0,STANDING,SITTING,True,False,0.2449198514223098,0.715904176235199,0.4709843248128892,NO_POINTS,0,1.7517759189478916,0.7517759189478916,0.0,0.0,0.0,0.0,0.06544007791159713,,sitting_relative_gate,PASS,8,sitting_relative_gate
standing_1m,STANDING,1.0,1133,52.266,0,STANDING,SITTING,True,False,0.2480549067258834,0.7102670669555664,0.46221216022968303,LOW_POINTS,0,1.7517759189478916,0.7517759189478916,0.0,0.0,0.0,0.0,0.05822076324934817,,sitting_relative_gate,PASS,8,sitting_relative_gate
standing_1m,STANDING,1.0,1134,52.313,0,STANDING,SITTING,True,False,0.2565732002258301,0.6988916397094727,0.4423184394836426,LOW_POINTS,0,1.7336232373553033,0.7336232373553033,0.00490244012326,-0.011565251275897,-0.0249984357506036,0.0125614074146485,0.07093443095463307,,sitting_relative_gate,PASS,8,sitting_relative_gate
standing_1m,STANDING,1.0,1135,52.36,0,STANDING,SITTING,True,False,0.2642820477485657,0.6863524317741394,0.42207038402557373,LOW_POINTS,0,1.7357893137855547,0.7357893137855547,0.0039100856520235,-0.0123647423461079,-0.0213551819324493,0.0129682544350346,0.05815639952611203,,sitting_relative_gate,PASS,8,sitting_relative_gate
standing_1m,STANDING,1.0,1136,52.438,0,STANDING,SITTING,True,False,0.2755731642246246,0.671336829662323,0.3957636654376984,LOW_POINTS,0,1.7420322790267393,0.7420322790267393,0.009156821295619,-0.0076753245666623,-0.0117294453084468,0.0119481372373902,0.041521696025944486,,sitting_relative_gate,PASS,8,sitting_relative_gate
standing_1m,STANDING,1.0,1137,52.438,0,STANDING,SITTING,True,False,0.2997659146785736,0.6381285786628723,0.3383626639842987,LOW_POINTS,0,1.7553915941855707,0.7553915941855707,0.0152446031570434,-0.0019090543501079,0.008082372136414,0.0153636718894737,0.017751849276450446,,sitting_relative_gate,PASS,8,sitting_relative_gate
standing_1m,STANDING,1.0,1138,52.5,0,STANDING,SITTING,True,False,0.3123958110809326,0.6279193162918091,0.31552350521087646,NO_POINTS,0,1.7642431611328604,0.7642431611328604,0.023005899041891,0.0043761730194091,0.0197586081922054,0.0234184175601489,0.015963155200228844,,sitting_relative_gate,PASS,8,sitting_relative_gate
standing_1m,STANDING,1.0,1139,52.547,0,STANDING,SITTING,True,False,0.2871156930923462,0.6547262668609619,0.3676105737686157,OK,0,1.765337217411671,0.765337217411671,0.0,0.0,0.0,0.0,0.021444775727521643,,sitting_relative_gate,PASS,8,sitting_relative_gate
standing_1m,STANDING,1.0,1140,52.594,0,STANDING,SITTING,True,False,0.2937308251857757,0.6496782898902893,0.3559474647045136,OK,0,1.7813023132138261,0.7813023132138261,0.0116073880344629,0.0056802062317729,0.0227683130651712,0.0129227009490301,0.03809612244598649,,sitting_relative_gate,PASS,8,sitting_relative_gate
standing_1m,STANDING,1.0,1141,52.594,0,STANDING,SITTING,True,False,0.3156220018863678,0.617428183555603,0.30180618166923523,OK,0,1.7939282009585837,0.7939282009585837,0.0030178362503647,-0.0103782750666141,0.0455257408320903,0.0108081417918308,0.06499844318644403,,sitting_relative_gate,PASS,8,sitting_relative_gate
standing_1m,STANDING,1.0,1142,52.704,0,STANDING,SITTING,True,False,0.2856853008270263,0.6490461826324463,0.36336088180542,OK,0,1.7977345390233295,0.7977345390233295,0.0125739900395274,-0.003441899549216,0.0476407222449779,0.0130365600532129,0.06738058291580627,,sitting_relative_gate,PASS,8,sitting_relative_gate
standing_1m,STANDING,1.0,1143,52.719,0,STANDING,SITTING,True,False,0.2664512097835541,0.6663634777069092,0.3999122679233551,OK,0,1.81824081261468,0.8182408126146801,0.0420613437891006,-0.025359246879816,0.0836367085576057,0.0491146418459544,0.0913529572426874,,sitting_relative_gate,PASS,8,sitting_relative_gate
standing_1m,STANDING,1.0,1144,52.813,0,STANDING,SITTING,True,False,0.2634280025959015,0.6304293274879456,0.36700132489204407,OK,0,1.8122719927143034,0.8122719927143034,0.0659711137413978,-0.0370867103338241,0.0738038569688797,0.0756809879141745,0.08323634115889321,,sitting_relative_gate,PASS,8,sitting_relative_gate
standing_1m,STANDING,1.0,1145,52.813,0,STANDING,SITTING,True,False,0.2572950720787048,0.5996726751327515,0.3423776030540467,LOW_POINTS,0,1.8197053411923954,0.8197053411923954,0.0619045309722423,-0.0407744720578193,0.0833874121308326,0.0741264360838102,0.08182561408013601,,sitting_relative_gate,PASS,8,sitting_relative_gate
standing_2m,STANDING,2.0,2215,111.954,0,STANDING,SITTING,True,False,0.3120052814483642,0.5724236965179443,0.26041841506958013,OK,0,3.110546320815096,1.110546320815096,0.0619497448205947,-0.1090791821479797,-0.047204952687025,0.1254433691408555,0.06744795397272013,,sitting_relative_gate,PASS,8,sitting_relative_gate
standing_2m,STANDING,2.0,2216,112.0,0,STANDING,SITTING,True,False,0.3645250499248504,0.5068691372871399,0.14234408736228948,LOW_POINTS,0,3.1143381684058773,1.1143381684058773,0.0731405839323997,-0.1104271933436393,-0.0254314467310905,0.1324526709724116,0.061689712734912965,,sitting_relative_gate,PASS,8,sitting_relative_gate
standing_2m,STANDING,2.0,2217,112.063,0,STANDING,SITTING,True,False,0.3353995680809021,0.5465207695960999,0.21112120151519775,LOW_POINTS,0,3.111465320471495,1.111465320471495,0.0715932101011276,-0.1127704158425331,-0.0270444992929697,0.1335767735120221,0.05813800660285202,,sitting_relative_gate,PASS,8,sitting_relative_gate
standing_2m,STANDING,2.0,2218,112.11,0,STANDING,SITTING,True,False,0.3230571448802948,0.5464097261428833,0.2233525812625885,LOW_CONF,0,3.109275655704665,1.109275655704665,0.0901606082916259,-0.1139232814311981,-0.0240707993507385,0.1452840298848018,0.05475662815124226,,sitting_relative_gate,PASS,8,sitting_relative_gate
standing_2m,STANDING,2.0,2219,112.157,0,STANDING,SITTING,True,False,0.3401109576225281,0.5338210463523865,0.1937100887298584,LOW_CONF,0,3.09864618185893,1.0986461818589301,0.1027772054076194,-0.1255345642566681,-0.0355986021459102,0.1622408110634051,0.06904421646742699,,sitting_relative_gate,PASS,8,sitting_relative_gate
standing_2m,STANDING,2.0,2220,112.25,0,STANDING,SITTING,True,False,0.3223610520362854,0.5528638958930969,0.23050284385681152,LOW_POINTS,0,3.0927966440307877,1.0927966440307877,0.0989674851298332,-0.1235067993402481,-0.0460278168320655,0.1582671557721186,0.057449690588507685,,sitting_relative_gate,PASS,8,sitting_relative_gate
standing_2m,STANDING,2.0,2221,112.297,0,STANDING,SITTING,True,False,0.3372059166431427,0.5332448482513428,0.19603893160820007,LOW_POINTS,0,3.0852312734525627,1.0852312734525627,0.0,0.0,0.0,0.0,0.061500106643552155,,sitting_relative_gate,PASS,8,sitting_relative_gate
standing_2m,STANDING,2.0,2222,112.36,0,STANDING,SITTING,True,False,0.3256725966930389,0.5284336805343628,0.2027610838413239,LOW_POINTS,0,3.0882267963570467,1.0882267963570467,-0.0153109384700655,0.002685991115868,0.0016430628020316,0.0155447542633731,0.043586854768373845,,sitting_relative_gate,PASS,8,sitting_relative_gate
standing_2m,STANDING,2.0,2223,112.407,0,STANDING,SITTING,True,False,0.3007025122642517,0.5426567792892456,0.2419542670249939,LOW_POINTS,0,3.088842756795984,1.0888427567959842,-0.0173616129904985,0.0109810885041952,-0.0061048553325235,0.0205428797973608,0.03076203026271583,,sitting_relative_gate,PASS,8,sitting_relative_gate
standing_2m,STANDING,2.0,2224,112.454,0,STANDING,SITTING,True,False,0.287287950515747,0.5428359508514404,0.2555480003356934,LOW_POINTS,0,3.089415755970756,1.089415755970756,-0.0336529910564422,0.0110781658440828,-0.0084752775728702,0.0354295013444161,0.02276448561945166,,sitting_relative_gate,PASS,8,sitting_relative_gate
standing_2m,STANDING,2.0,2225,112.454,0,STANDING,SITTING,True,False,0.2646364867687225,0.590053915977478,0.32541742920875555,LOW_POINTS,0,3.0961152054663077,1.0961152054663077,-0.0207874178886413,0.0150959230959415,0.0045073227956891,0.0256905359343784,0.013392961781625174,,sitting_relative_gate,PASS,8,sitting_relative_gate
standing_2m,STANDING,2.0,2226,112.563,0,STANDING,SITTING,True,False,0.2220922708511352,0.634559690952301,0.4124674201011658,LOW_POINTS,0,3.0926118095572517,1.0926118095572517,-0.0609992742538452,0.0141050275415182,-0.0075290719978511,0.0626088113722246,0.03484798847329606,,sitting_relative_gate,PASS,8,sitting_relative_gate
standing_2m,STANDING,2.0,2227,112.61,0,STANDING,SITTING,True,False,0.296803742647171,0.5630989670753479,0.2662952244281769,LOW_POINTS,0,3.0944494310173973,1.0944494310173973,-0.0907610952854156,0.0137517545372247,-0.0084110116586089,0.0917969888953901,0.05464582374952735,,sitting_relative_gate,PASS,8,sitting_relative_gate
standing_2m,STANDING,2.0,2228,112.672,0,STANDING,SITTING,True,False,0.3153581619262695,0.5631502866744995,0.24779212474823004,LOW_POINTS,0,3.0923214325887542,1.0923214325887542,-0.0780238434672355,0.0337688066065311,-0.0337762907147407,0.085017953686436,0.06347142227214568,,sitting_relative_gate,PASS,8,sitting_relative_gate
standing_2m,STANDING,2.0,2229,112.672,0,STANDING,SITTING,True,False,0.3338614404201507,0.5679895281791687,0.234128087759018,LOW_POINTS,0,3.079719325347006,1.079719325347006,-0.0872266516089439,0.0429983660578727,-0.0747953951358795,0.0972488983719348,0.08314999064146106,,sitting_relative_gate,PASS,8,sitting_relative_gate
standing_2m,STANDING,2.0,2230,112.735,0,STANDING,SITTING,True,False,0.3986527323722839,0.521792471408844,0.12313973903656011,LOW_POINTS,0,3.0712615781024684,1.0712615781024684,-0.0896560251712799,0.0529991425573825,-0.10577242821455,0.1041494693281292,0.10088315825291068,,sitting_relative_gate,PASS,8,sitting_relative_gate
